Key,Source,Context,English
StealthDamageRank7LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 24%. Pick locks 17% faster and break less lockpicks.
StealthDamageRank8LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 26%. Pick locks 18% faster and break less lockpicks.
StealthDamageRank9LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 28%. Pick locks 19% faster and break less lockpicks.
StealthDamageRank10LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 30%. Pick locks 20% faster and break less lockpicks.

SenseMineralsName,progression,Skill,Sense Minerals
SenseMineralsDesc,progression,Skill,You've acquired the knowledge to better learn how to sometimes find minerals when mining regular stones. Each rank increases the multiplier for the additional loot you can find.
SenseMineralsRank1Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank2Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank3Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank4Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank5Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank6Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank7Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank8Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank9Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank10Desc,progression,Skill,Gather additional ores out of stone blocks.
SenseMineralsRank1LongDesc,progression,Skill,"Gives you a very small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank2LongDesc,progression,Skill,"Gives you a very small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank3LongDesc,progression,Skill,"Gives you a small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank4LongDesc,progression,Skill,"Gives you a small chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank5LongDesc,progression,Skill,"Gives you a mediocre chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank6LongDesc,progression,Skill,"Gives you a mediocre chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank7LongDesc,progression,Skill,"Gives you a high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank8LongDesc,progression,Skill,"Gives you a high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank9LongDesc,progression,Skill,"Gives you a very high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."
SenseMineralsRank10LongDesc,progression,Skill,"Gives you a very high chance to find Iron, Coal, Lead, Brass or Oil Shale, when mining stone. They also may contain valuable nuggets at a very low rate."

SenseValuablesName,progression,Skill,Sense Valuables
SenseValuablesDesc,progression,Skill,You've acquired the knowledge to better learn how to sometimes find valuable resources when digging in the dirt. Each rank increases the multiplier for the additional loot you can find.
SenseValuablesRank1Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank2Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank3Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank4Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank5Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank6Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank7Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank8Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank9Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank10Desc,progression,Skill,"Find objects in dirt, sand or snow blocks."
SenseValuablesRank1LongDesc,progression,Skill,"Gives you a very small chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank2LongDesc,progression,Skill,"Gives you a very small chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank3LongDesc,progression,Skill,"Gives you a small chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank4LongDesc,progression,Skill,"Gives you a small chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank5LongDesc,progression,Skill,"Gives you a mediocre chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank6LongDesc,progression,Skill,"Gives you a mediocre chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank7LongDesc,progression,Skill,"Gives you a high chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank8LongDesc,progression,Skill,"Gives you a high chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank9LongDesc,progression,Skill,"Gives you a very high chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."
SenseValuablesRank10LongDesc,progression,Skill,"Gives you a very high chance to find additional resources, depending on the terrain, when you're digging dirt, sand or snow blocks."

CorpseExploitingName,progression,Skill,Corpse Exploiting
CorpseExploitingDesc,progression,Skill,You've acquired the knowledge to better learn how to appropriate butcher zombie corpses. Higher ranks increase the output.
CorpseExploitingRank1Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank2Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank3Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank4Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank5Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank6Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank7Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank8Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank9Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank10Desc,progression,Skill,Gather body parts from zombie remains
CorpseExploitingRank1LongDesc,progression,Skill,"Gives you a very small chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank2LongDesc,progression,Skill,"Gives you a very small chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank3LongDesc,progression,Skill,"Gives you a small chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank4LongDesc,progression,Skill,"Gives you a small chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank5LongDesc,progression,Skill,"Gives you a mediocre chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank6LongDesc,progression,Skill,"Gives you a mediocre chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank7LongDesc,progression,Skill,"Gives you a high chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank8LongDesc,progression,Skill,"Gives you a high chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank9LongDesc,progression,Skill,"Gives you a very high chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
CorpseExploitingRank10LongDesc,progression,Skill,"Gives you a very high chance to find Bones, Flesh, Nitrate or Fat, when you butcher zombie corpses"
